mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7799043062200957,1745988949,,False,1,13c04194,2025-04-30_13-55-49,0.6624104976654053,0.6624104976654053,800500,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.6624104976654053,1
