mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6220095693779905,1745988828,,False,1,2623e7fd,2025-04-30_13-53-48,0.32497239112854004,0.32497239112854004,794583,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.32497239112854004,1
