mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7751196172248804,1745988896,,False,1,34febce0,2025-04-30_13-54-56,0.3662910461425781,0.3662910461425781,797847,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.3662910461425781,1
