mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6220095693779905,1745988765,,False,1,ec2e3656,2025-04-30_13-52-45,0.49565982818603516,0.49565982818603516,791399,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.49565982818603516,1
