mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7799043062200957,1745988933,,False,1,7fa207eb,2025-04-30_13-55-33,0.47139644622802734,0.47139644622802734,799604,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.47139644622802734,1
