mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.777511961722488,1745988951,,False,1,38e0ab4c,2025-04-30_13-55-51,0.40046000480651855,0.40046000480651855,800635,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.40046000480651855,1
