mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6220095693779905,1745988877,,False,1,3d1acdf0,2025-04-30_13-54-37,0.34410929679870605,0.34410929679870605,796915,cvmi-jeyoung-System-Product-Name,192.168.0.69,0.34410929679870605,1
